Id,SalePrice
1461,120782.86241653458
1462,155910.07130831556
1463,185942.67773947236
1464,199767.3048623502
1465,196456.66382033651
1466,170155.62459568414
1467,176935.1431011989
1468,159596.91974577866
1469,195605.83446743066
1470,120586.3507164916
1471,174236.54454298178
1472,96097.61145352903
1473,94659.00291908778
1474,143757.74464834435
1475,107607.87549572188
1476,346938.55937191297
1477,249618.73863103596
1478,304271.1995804601
1479,296741.69853872055
1480,463158.3940794171
1481,336254.66350132995
1482,212810.09457798477
1483,183110.3566304797
1484,161664.552112256
1485,190019.76424074988
1486,190036.15183777636
1487,339469.0172314144
1488,228760.5183877915
1489,193873.72565566906
1490,249201.8117865021
1491,195411.48141772253
1492,95475.85866498596
1493,180492.58864688667
1494,293615.9924967892
1495,287243.94342056516
1496,235787.80538509128
1497,185077.65903500715
1498,187997.29878289503
1499,166096.31428584162
1500,158551.27670102
1501,175963.41281095883
1502,139557.47048356227
1503,300925.81485783093
1504,242299.41508456977
1505,231035.72408049466
1506,186743.28152767816
1507,246387.23064758393
1508,200697.9095359128
1509,157254.18522060543
1510,147257.66562564432
1511,167007.6629356577
1512,172066.4062318497
1513,146878.91559718276
1514,158663.38632989838
1515,187407.23137608045
1516,152846.1259552118
1517,173569.76077974224
1518,128127.73608794628
1519,205699.6132712738
1520,128198.74506167042
1521,134801.03806390899
1522,171971.53136999992
1523,116344.0277165645
1524,126383.70547812794
1525,119170.2174227592
1526,111326.13732982706
1527,108364.7798723117
1528,134520.11698787948
1529,159249.76389701376
1530,195419.48179224523
1531,107941.95613643153
1532,95245.75461614276
1533,147447.77020656542
1534,125261.89382551002
1535,148297.07658619116
1536,105621.09959040718
1537,58537.06008345903
1538,149033.70026446562
1539,193914.5827057173
1540,86473.04844472634
1541,139239.20031186
1542,148430.7564186972
1543,180658.86724135288
1544,86874.47863351276
1545,117519.7784364631
1546,133937.744896746
1547,132064.96623602833
1548,140425.5367872479
1549,120425.86059364221
1550,138685.98363806662
1551,105706.17800169095
1552,142581.00106889714
1553,144228.7786154495
1554,116217.17021649108
1555,158319.12474471776
1556,80977.5550790391
1557,120326.29446278093
1558,105406.34531258668
1559,61223.95743694106
1560,130690.49563291676
1561,120966.6113968541
1562,130199.24149995137
1563,119913.39488704801
1564,157715.00849830246
1565,149337.3759147071
1566,238405.29419280138
1567,79239.55904745273
1568,244757.48055398645
1569,131111.1806434984
1570,129995.13300852945
1571,109787.555364031
1572,142380.4199797417
1573,227897.83507526695
1574,118418.54274238738
1575,242193.92545461803
1576,232450.54964772187
1577,174349.5425820773
1578,147327.94602890415
1579,153532.79928495796
1580,193321.4839480299
1581,159823.76116752223
1582,127270.9383029519
1583,282836.448502433
1584,216383.64730307987
1585,135999.83593311644
1586,72946.33118988112
1587,109529.42276386442
1588,149121.0935769602
1589,96788.33716070415
1590,130337.60950405309
1591,94086.19852176882
1592,120818.61876256771
1593,131981.5621214492
1594,140105.39182246572
1595,113987.93410814955
1596,216634.43517081003
1597,204743.8356000976
1598,232702.80836369446
1599,169218.27689531376
1600,159663.28603480762
1601,63546.903985796496
1602,117291.84017297745
1603,66474.82476266353
1604,263131.07259619376
1605,230912.0840048607
1606,166471.4288850813
1607,171806.85864656186
1608,219201.74481265116
1609,180375.91617461896
1610,150932.78099336417
1611,134397.6416354641
1612,169018.3539801381
1613,163498.11459075863
1614,125751.17588784285
1615,90636.48855997225
1616,78321.93276552882
1617,91478.75227596179
1618,138115.929430712
1619,141447.05890404733
1620,146278.4695803043
1621,130177.84391213831
1622,144626.880654316
1623,248720.18296745003
1624,204042.02187437823
1625,115856.5483077103
1626,171278.51353142117
1627,194042.62127937342
1628,276499.3257887181
1629,181544.60461491876
1630,342222.3647135024
1631,234244.50335202576
1632,249585.88499820416
1633,173269.1364727413
1634,186288.56721631618
1635,170762.89365330397
1636,152267.16125458138
1637,207132.6004942054
1638,180781.3286489513
1639,188100.3355714068
1640,243785.0908999222
1641,180311.58314058487
1642,255705.34101400798
1643,226846.7284524794
1644,246674.2674873942
1645,197792.19782610767
1646,157831.80435859459
1647,162580.17066906954
1648,128331.29535803973
1649,140516.60898553583
1650,115261.29780442822
1651,119928.06516536482
1652,96764.34671609626
1653,99019.19563763902
1654,144873.73848356382
1655,128644.81324265683
1656,141051.7625180446
1657,149735.15998723515
1658,147658.97058785352
1659,117913.23551182635
1660,154005.2937184756
1661,416480.9750195331
1662,402839.80953299
1663,369687.36564010003
1664,486865.41339605785
1665,303321.06782295095
1666,311220.0045439955
1667,375197.5113145206
1668,341714.4293573117
1669,318148.46268892055
1670,342739.4541505827
1671,272371.54695999064
1672,412383.1718526252
1673,291669.2469878428
1674,241700.05404418963
1675,204805.93695716458
1676,200265.0495073032
1677,226404.5488030159
1678,450309.47092813044
1679,393828.0574644474
1680,318429.46332048735
1681,245944.5589857338
1682,327330.3027088422
1683,189829.15401669758
1684,175422.86029148076
1685,173326.67255179276
1686,169691.7010790792
1687,171618.19819535065
1688,185063.39608886995
1689,191225.5805817379
1690,192453.67885287694
1691,183513.29942716061
1692,259748.9625181956
1693,167095.00848057825
1694,183351.5245466234
1695,166763.89655037026
1696,283715.4808364629
1697,171803.06043042254
1698,339601.4287332053
1699,308321.17184991937
1700,261867.18450845958
1701,268397.540631516
1702,239499.5383030059
1703,242694.66857478596
1704,272589.8658202131
1705,237578.56778626793
1706,270783.0703180757
1707,212143.76051451685
1708,203886.24037411602
1709,257175.0793642783
1710,215786.51058215983
1711,280562.754046426
1712,252090.10898675202
1713,284846.0236377355
1714,230618.72276344453
1715,211070.3160463017
1716,184063.76351036987
1717,176697.0202149376
1718,140748.61950245753
1719,206459.6726210622
1720,216085.63251776103
1721,153227.13123029092
1722,122647.69166666605
1723,150395.66022703194
1724,200032.19644960194
1725,242371.72024810148
1726,183064.54287991597
1727,155180.40414747738
1728,164582.68971449469
1729,168500.54271493325
1730,151733.910475924
1731,116305.50059044019
1732,125298.5582164552
1733,106617.6827265233
1734,123528.40752954932
1735,114575.89987054086
1736,104871.90234170217
1737,291035.4610762546
1738,266270.9211688674
1739,232364.55736544039
1740,209664.81558630028
1741,191329.41403899572
1742,174928.65935695395
1743,177754.48573403782
1744,369230.1190034599
1745,216756.90649256748
1746,190562.59885287774
1747,213953.5188618875
1748,223049.3009676019
1749,140223.63590122864
1750,122538.94446337191
1751,242513.70542911516
1752,113817.05634757254
1753,152139.38392168857
1754,191975.27851926422
1755,170922.77157897656
1756,131154.8257503154
1757,121552.96288088297
1758,149034.00375997962
1759,166132.23628464912
1760,166087.10550039695
1761,143444.7006617403
1762,183783.27629336668
1763,193772.1951823698
1764,117216.37223088609
1765,155751.9404020018
1766,198296.61787226645
1767,217308.08949554368
1768,142535.40594582199
1769,170551.69769416735
1770,152853.32438991373
1771,119359.53970371284
1772,130561.78539945667
1773,124362.26547048772
1774,138456.78882272157
1775,143704.90905820025
1776,131851.6921494735
1777,109702.01861627513
1778,141925.655580536
1779,129876.42578426094
1780,171550.03780276352
1781,126870.16510590074
1782,87588.16989391317
1783,141360.18130799697
1784,106391.16515207627
1785,126295.96872887257
1786,133813.27397007748
1787,159519.61799961468
1788,62548.64117903
1789,98802.75260212494
1790,83771.20642556004
1791,179240.6485819581
1792,157589.94326586634
1793,133996.95570084942
1794,156729.31220289826
1795,137077.5268985293
1796,128044.0697284745
1797,109602.89417443087
1798,119763.14637706394
1799,107843.50366934821
1800,126377.19373170691
1801,132012.38735318824
1802,130996.37825640311
1803,147824.07032087652
1804,137797.9560727181
1805,132766.11204556414
1806,121047.4591497898
1807,132508.6186840647
1808,122068.51324667214
1809,126042.37548064798
1810,136104.16212652234
1811,95440.41772817701
1812,103985.10244387435
1813,138355.32056731093
1814,105740.9384720219
1815,55846.423499575016
1816,99211.17844598953
1817,107513.55949851818
1818,143185.2637343652
1819,121975.12632730932
1820,48213.23660350227
1821,112889.17968960718
1822,152720.2474475507
1823,42302.684998768564
1824,123884.67343561129
1825,139509.7435754176
1826,104555.90890790094
1827,105132.9303031253
1828,134485.96961878327
1829,123081.2166063945
1830,136380.02850076152
1831,142506.05985444257
1832,62815.19883282917
1833,138855.9378255516
1834,113924.92530571586
1835,109168.36951959906
1836,124090.21601524972
1837,86210.75522555981
1838,126270.4120733457
1839,102339.16763173045
1840,142466.06331782654
1841,129414.47885441859
1842,93757.80723716586
1843,129829.01062166916
1844,140324.68894693028
1845,149311.32093629354
1846,161887.00236608848
1847,177044.97614693787
1848,54718.35289451763
1849,108111.25256141125
1850,117579.35737494104
1851,145229.9987592711
1852,127230.95740916314
1853,121613.09307296254
1854,164576.34404837148
1855,156619.88227612016
1856,227838.10349062076
1857,127825.71820713092
1858,141974.86953501333
1859,117479.54553446975
1860,148991.41708706578
1861,116279.0085704157
1862,323271.4845662413
1863,295353.56853047275
1864,295470.15183247114
1865,322601.731862334
1866,311034.39365018375
1867,217794.3971336111
1868,273063.6843917417
1869,200335.71044089855
1870,221617.39705954675
1871,246638.58550519837
1872,174436.28896962962
1873,253374.39232276156
1874,160913.4963691406
1875,208285.3834356901
1876,206196.63299176976
1877,211833.3706430949
1878,198396.81264649035
1879,133049.31415337697
1880,129685.50706632242
1881,244351.16410056615
1882,236403.25907186142
1883,185161.21021794196
1884,205431.83671151273
1885,219488.37862876948
1886,274688.7334997507
1887,217928.1612492265
1888,263037.5072271083
1889,172131.4889287248
1890,108550.3294131986
1891,119679.91144773761
1892,97398.40755775335
1893,132691.8848372894
1894,122880.13605554943
1895,131730.8191993891
1896,124510.63719909122
1897,120062.53771243473
1898,108974.59158707733
1899,166058.79562448533
1900,146834.14659494036
1901,190913.97094862818
1902,169099.81009782088
1903,220898.41477708681
1904,143990.23325157896
1905,199743.99854927335
