Id,SalePrice
1461,121223.59280474093
1462,158445.03611721948
1463,186649.92457178212
1464,193404.32227824657
1465,189647.56964441232
1466,172501.24220280934
1467,175868.5860958987
1468,166279.32764748312
1469,184391.69342990388
1470,122797.5250386102
1471,198550.0068043501
1472,93673.01496792267
1473,95862.07764432114
1474,150682.59790316867
1475,116444.82888979149
1476,368406.89085435204
1477,250705.88649348513
1478,288271.2576834833
1479,283970.3133977131
1480,427633.74773053726
1481,328383.5785252343
1482,206938.2583907073
1483,176546.39406968237
1484,167317.20349716235
1485,183721.9868251743
1486,195891.90185119543
1487,330119.4279372314
1488,233148.2076760132
1489,197416.2713711968
1490,229485.91530393992
1491,192942.12658301776
1492,90679.32052775355
1493,179489.03424039844
1494,290231.48146926466
1495,288733.8464339287
1496,239359.82677263988
1497,183189.61334100433
1498,164722.08453170795
1499,158525.25276404974
1500,149870.714328796
1501,173934.18629934685
1502,144419.10524007623
1503,300247.5178910956
1504,239603.82824968037
1505,227116.96788065878
1506,182196.0311672696
1507,247165.28098482965
1508,201725.7564471159
1509,161087.28822933036
1510,144926.50656653935
1511,150458.0491028638
1512,171781.7155136592
1513,144578.7761249394
1514,161378.14742330846
1515,191598.06585774402
1516,150447.286132024
1517,160748.05752211614
1518,130739.40011397027
1519,220072.2039617499
1520,131965.0026644533
1521,133857.72238896744
1522,169576.5413776072
1523,112802.7526623917
1524,124988.93745942952
1525,122551.8936888213
1526,112590.76464174406
1527,103714.70493504698
1528,132886.77975193728
1529,150785.63475181253
1530,173734.39137772718
1531,105198.6918308537
1532,99356.18762471458
1533,142530.26169420235
1534,125428.28745761543
1535,151871.5974878551
1536,108910.99951220056
1537,62919.2979224384
1538,149846.8611651752
1539,194524.09109853645
1540,94518.84678125058
1541,140062.87042705284
1542,139763.731420355
1543,210979.67102681863
1544,79540.45050163218
1545,108353.41017532563
1546,129289.27039811302
1547,133198.81833207494
1548,135772.48271151475
1549,111054.36017490443
1550,136504.5869392825
1551,111599.75921899044
1552,133247.12774888994
1553,149588.60661443035
1554,110973.38416272106
1555,166197.50582519444
1556,84702.24561992132
1557,109720.22152873286
1558,95177.93198614342
1559,73927.39169437136
1560,134905.50991127518
1561,130330.85553660113
1562,128140.76844047592
1563,118807.97425900794
1564,162823.8579432366
1565,143541.15847396545
1566,241773.88431755136
1567,73684.02190739557
1568,234949.79039327876
1569,137642.28693457533
1570,136206.31984591548
1571,114330.66479687332
1572,148516.35271546393
1573,243512.47996839546
1574,113419.72776829348
1575,217952.54349449518
1576,241018.35433350643
1577,188556.83315912803
1578,146693.3557144492
1579,143303.52541244676
1580,193496.22422724773
1581,150901.24503073836
1582,126753.44259831701
1583,316926.1428580149
1584,226630.89586411908
1585,140811.27991586746
1586,68091.51098298129
1587,99093.41467483669
1588,150250.80460281944
1589,98643.02345649534
1590,135699.470596863
1591,95448.38632372515
1592,118328.94322618966
1593,128006.66414035822
1594,133535.52499412792
1595,109764.82773151214
1596,240653.90059854367
1597,184782.58990500384
1598,210273.8547364648
1599,165768.65260999012
1600,168121.73968075984
1601,66616.28385067605
1602,113841.23029987546
1603,80068.06221368686
1604,259602.0930151493
1605,244714.2090422543
1606,169566.19852898942
1607,163631.89029045802
1608,216193.0190813949
1609,186964.02194088628
1610,149431.71399616366
1611,137227.6389030064
1612,164173.68186662134
1613,164397.9590638423
1614,122464.96490891707
1615,85802.17017675441
1616,73322.0343536117
1617,91745.89988428868
1618,126979.91490722685
1619,139693.93534400695
1620,157648.49462914985
1621,136696.20780642758
1622,142082.13699563436
1623,273145.5302330883
1624,212906.5381058045
1625,120860.72925381643
1626,165257.9597574284
1627,189093.3881811153
1628,277017.8852966448
1629,176632.8974737144
1630,330841.3495653346
1631,213644.90926183495
1632,236626.76946627977
1633,171805.15561224765
1634,187464.2452257201
1635,176126.05771120024
1636,154436.35298979603
1637,194038.94580364195
1638,183528.4281242617
1639,183032.29477908186
1640,265064.543064769
1641,176996.14160719994
1642,231615.4829687763
1643,221608.77361482257
1644,230726.65991950626
1645,198688.5940933947
1646,158317.78644788056
1647,159959.47309409973
1648,132189.7241792863
1649,138806.4047467162
1650,112295.38670193327
1651,121484.58826411744
1652,95163.87732141136
1653,96495.08744790558
1654,146642.192452527
1655,143541.2217895332
